,dep,jour,P,pop,cl_age90
178463,73,2020-08-11,5,,0
178474,73,2020-08-12,8,,0
178485,73,2020-08-13,5,,0
178496,73,2020-08-14,10,,0
178507,73,2020-08-15,3,,0
178518,73,2020-08-16,1,,0
178529,73,2020-08-17,6,,0
178540,73,2020-08-18,10,,0
178551,73,2020-08-19,9,,0
178562,73,2020-08-20,10,,0
178573,73,2020-08-21,12,,0
178584,73,2020-08-22,5,,0
178595,73,2020-08-23,4,,0
178606,73,2020-08-24,15,,0
178617,73,2020-08-25,17,,0
178628,73,2020-08-26,12,,0
178639,73,2020-08-27,25,,0
178650,73,2020-08-28,39,,0
178661,73,2020-08-29,9,,0
178672,73,2020-08-30,12,,0
178683,73,2020-08-31,22,,0
178694,73,2020-09-01,32,,0
178705,73,2020-09-02,29,,0
178716,73,2020-09-03,29,,0
178727,73,2020-09-04,29,,0
178738,73,2020-09-05,11,,0
178749,73,2020-09-06,2,,0
178760,73,2020-09-07,24,,0
178771,73,2020-09-08,18,,0
178782,73,2020-09-09,30,,0
178793,73,2020-09-10,43,,0
178804,73,2020-09-11,37,,0
178815,73,2020-09-12,22,,0
178826,73,2020-09-13,7,,0
178837,73,2020-09-14,35,,0
178848,73,2020-09-15,51,,0
178859,73,2020-09-16,48,,0
178870,73,2020-09-17,51,,0
178881,73,2020-09-18,42,,0
178892,73,2020-09-19,27,,0
178903,73,2020-09-20,13,,0
178914,73,2020-09-21,42,,0
178925,73,2020-09-22,45,,0
178936,73,2020-09-23,51,,0
178947,73,2020-09-24,60,,0
178958,73,2020-09-25,47,,0
178969,73,2020-09-26,25,,0
178980,73,2020-09-27,12,,0
178991,73,2020-09-28,48,,0
179002,73,2020-09-29,59,,0
179013,73,2020-09-30,62,,0
179024,73,2020-10-01,62,,0
179035,73,2020-10-02,94,,0
179046,73,2020-10-03,43,,0
179057,73,2020-10-04,14,,0
179068,73,2020-10-05,120,,0
179079,73,2020-10-06,121,,0
179090,73,2020-10-07,165,,0
179101,73,2020-10-08,153,,0
179112,73,2020-10-09,160,,0
179123,73,2020-10-10,81,,0
179134,73,2020-10-11,43,,0
179145,73,2020-10-12,238,,0
179156,73,2020-10-13,259,,0
179167,73,2020-10-14,259,,0
179178,73,2020-10-15,275,,0
179189,73,2020-10-16,313,,0
179200,73,2020-10-17,165,,0
179211,73,2020-10-18,82,,0
179222,73,2020-10-19,383,,0
179233,73,2020-10-20,450,,0
179244,73,2020-10-21,543,,0
179255,73,2020-10-22,503,,0
179266,73,2020-10-23,532,,0
179277,73,2020-10-24,346,,0
179288,73,2020-10-25,164,,0
179299,73,2020-10-26,731,,0
179310,73,2020-10-27,747,,0
179321,73,2020-10-28,775,,0
179332,73,2020-10-29,881,,0
179343,73,2020-10-30,892,,0
179354,73,2020-10-31,405,,0
179365,73,2020-11-01,208,,0
179376,73,2020-11-02,1079,,0
179387,73,2020-11-03,940,,0
179398,73,2020-11-04,785,,0
179409,73,2020-11-05,787,,0
179420,73,2020-11-06,839,,0
179431,73,2020-11-07,287,,0
179442,73,2020-11-08,97,,0
179453,73,2020-11-09,716,,0
179464,73,2020-11-10,649,,0
179475,73,2020-11-11,104,,0
179486,73,2020-11-12,464,,0
179497,73,2020-11-13,411,,0
179508,73,2020-11-14,144,,0
179519,73,2020-11-15,50,,0
179530,73,2020-11-16,392,,0
179541,73,2020-11-17,322,,0
179552,73,2020-11-18,212,,0
179563,73,2020-11-19,242,,0
179574,73,2020-11-20,235,,0
179585,73,2020-11-21,93,,0
179596,73,2020-11-22,23,,0
179607,73,2020-11-23,225,,0
179618,73,2020-11-24,196,,0
179629,73,2020-11-25,161,,0
179640,73,2020-11-26,141,,0
179651,73,2020-11-27,148,,0
179662,73,2020-11-28,73,,0
179673,73,2020-11-29,11,,0
179684,73,2020-11-30,166,,0
179695,73,2020-12-01,140,,0
179706,73,2020-12-02,131,,0
179717,73,2020-12-03,143,,0
179728,73,2020-12-04,108,,0
179739,73,2020-12-05,65,,0
179750,73,2020-12-06,17,,0
179761,73,2020-12-07,153,,0
179772,73,2020-12-08,123,,0
179783,73,2020-12-09,121,,0
179794,73,2020-12-10,113,,0
179805,73,2020-12-11,113,,0
179816,73,2020-12-12,71,,0
179827,73,2020-12-13,22,,0
179838,73,2020-12-14,138,,0
179849,73,2020-12-15,113,,0
179860,73,2020-12-16,112,,0
179871,73,2020-12-17,139,,0
179882,73,2020-12-18,201,,0
179893,73,2020-12-19,139,,0
179904,74,2020-05-13,8,,0
179915,74,2020-05-14,4,,0
179926,74,2020-05-15,12,,0
179937,74,2020-05-16,2,,0
179948,74,2020-05-17,2,,0
179959,74,2020-05-18,2,,0
179970,74,2020-05-19,10,,0
179981,74,2020-05-20,1,,0
179992,74,2020-05-21,0,,0
180003,74,2020-05-22,2,,0
180014,74,2020-05-23,2,,0
180025,74,2020-05-24,0,,0
180036,74,2020-05-25,2,,0
180047,74,2020-05-26,1,,0
180058,74,2020-05-27,3,,0
180069,74,2020-05-28,0,,0
180080,74,2020-05-29,3,,0
180091,74,2020-05-30,1,,0
180102,74,2020-05-31,0,,0
180113,74,2020-06-01,2,,0
180124,74,2020-06-02,3,,0
180135,74,2020-06-03,4,,0
180146,74,2020-06-04,3,,0
180157,74,2020-06-05,0,,0
180168,74,2020-06-06,0,,0
180179,74,2020-06-07,0,,0
180190,74,2020-06-08,3,,0
180201,74,2020-06-09,0,,0
180212,74,2020-06-10,1,,0
180223,74,2020-06-11,1,,0
180234,74,2020-06-12,1,,0
180245,74,2020-06-13,0,,0
180256,74,2020-06-14,0,,0
180267,74,2020-06-15,2,,0
180278,74,2020-06-16,2,,0
180289,74,2020-06-17,4,,0
180300,74,2020-06-18,2,,0
180311,74,2020-06-19,1,,0
180322,74,2020-06-20,5,,0
180333,74,2020-06-21,0,,0
180344,74,2020-06-22,4,,0
180355,74,2020-06-23,3,,0
180366,74,2020-06-24,2,,0
180377,74,2020-06-25,1,,0
180388,74,2020-06-26,5,,0
180399,74,2020-06-27,0,,0
180410,74,2020-06-28,1,,0
180421,74,2020-06-29,2,,0
180432,74,2020-06-30,2,,0
180443,74,2020-07-01,2,,0
180454,74,2020-07-02,1,,0
180465,74,2020-07-03,1,,0
180476,74,2020-07-04,1,,0
180487,74,2020-07-05,0,,0
180498,74,2020-07-06,4,,0
180509,74,2020-07-07,2,,0
180520,74,2020-07-08,2,,0
180531,74,2020-07-09,3,,0
180542,74,2020-07-10,2,,0
180553,74,2020-07-11,1,,0
180564,74,2020-07-12,1,,0
180575,74,2020-07-13,2,,0
180586,74,2020-07-14,1,,0
180597,74,2020-07-15,5,,0
180608,74,2020-07-16,9,,0
180619,74,2020-07-17,7,,0
180630,74,2020-07-18,7,,0
180641,74,2020-07-19,1,,0
180652,74,2020-07-20,22,,0
180663,74,2020-07-21,16,,0
180674,74,2020-07-22,24,,0
180685,74,2020-07-23,24,,0
180696,74,2020-07-24,21,,0
180707,74,2020-07-25,17,,0
180718,74,2020-07-26,4,,0
180729,74,2020-07-27,38,,0
180740,74,2020-07-28,41,,0
180751,74,2020-07-29,42,,0
180762,74,2020-07-30,45,,0
180773,74,2020-07-31,33,,0
180784,74,2020-08-01,22,,0
180795,74,2020-08-02,2,,0
180806,74,2020-08-03,36,,0
180817,74,2020-08-04,41,,0
180828,74,2020-08-05,31,,0
180839,74,2020-08-06,30,,0
180850,74,2020-08-07,33,,0
180861,74,2020-08-08,15,,0
180872,74,2020-08-09,3,,0
180883,74,2020-08-10,27,,0
180894,74,2020-08-11,38,,0
180905,74,2020-08-12,31,,0
180916,74,2020-08-13,27,,0
180927,74,2020-08-14,40,,0
180938,74,2020-08-15,0,,0
180949,74,2020-08-16,2,,0
180960,74,2020-08-17,57,,0
180971,74,2020-08-18,44,,0
180982,74,2020-08-19,32,,0
180993,74,2020-08-20,49,,0
181004,74,2020-08-21,55,,0
181015,74,2020-08-22,20,,0
181026,74,2020-08-23,2,,0
181037,74,2020-08-24,73,,0
181048,74,2020-08-25,59,,0
181059,74,2020-08-26,37,,0
181070,74,2020-08-27,45,,0
181081,74,2020-08-28,47,,0
181092,74,2020-08-29,24,,0
181103,74,2020-08-30,7,,0
181114,74,2020-08-31,63,,0
181125,74,2020-09-01,36,,0
181136,74,2020-09-02,53,,0
181147,74,2020-09-03,46,,0
181158,74,2020-09-04,61,,0
181169,74,2020-09-05,18,,0
181180,74,2020-09-06,2,,0
181191,74,2020-09-07,86,,0
181202,74,2020-09-08,81,,0
181213,74,2020-09-09,65,,0
181224,74,2020-09-10,73,,0
181235,74,2020-09-11,67,,0
181246,74,2020-09-12,24,,0
181257,74,2020-09-13,3,,0
181268,74,2020-09-14,83,,0
181279,74,2020-09-15,60,,0
181290,74,2020-09-16,76,,0
181301,74,2020-09-17,75,,0
181312,74,2020-09-18,51,,0
181323,74,2020-09-19,26,,0
181334,74,2020-09-20,9,,0
181345,74,2020-09-21,80,,0
181356,74,2020-09-22,68,,0
181367,74,2020-09-23,68,,0
181378,74,2020-09-24,76,,0
181389,74,2020-09-25,51,,0
181400,74,2020-09-26,32,,0
181411,74,2020-09-27,5,,0
181422,74,2020-09-28,92,,0
181433,74,2020-09-29,63,,0
181444,74,2020-09-30,70,,0
181455,74,2020-10-01,74,,0
181466,74,2020-10-02,97,,0
181477,74,2020-10-03,29,,0
181488,74,2020-10-04,8,,0
181499,74,2020-10-05,147,,0
181510,74,2020-10-06,130,,0
181521,74,2020-10-07,153,,0
181532,74,2020-10-08,169,,0
181543,74,2020-10-09,206,,0
181554,74,2020-10-10,78,,0
181565,74,2020-10-11,7,,0
181576,74,2020-10-12,314,,0
181587,74,2020-10-13,306,,0
181598,74,2020-10-14,347,,0
181609,74,2020-10-15,447,,0
181620,74,2020-10-16,488,,0
181631,74,2020-10-17,261,,0
181642,74,2020-10-18,53,,0
181653,74,2020-10-19,923,,0
181664,74,2020-10-20,910,,0
181675,74,2020-10-21,875,,0
181686,74,2020-10-22,1069,,0
181697,74,2020-10-23,1128,,0
181708,74,2020-10-24,592,,0
181719,74,2020-10-25,99,,0
181730,74,2020-10-26,1768,,0
181741,74,2020-10-27,1765,,0
181752,74,2020-10-28,1530,,0
181763,74,2020-10-29,1498,,0
181774,74,2020-10-30,1636,,0
181785,74,2020-10-31,798,,0
181796,74,2020-11-01,147,,0
181807,74,2020-11-02,2114,,0
181818,74,2020-11-03,1948,,0
181829,74,2020-11-04,1565,,0
181840,74,2020-11-05,1415,,0
181851,74,2020-11-06,1396,,0
181862,74,2020-11-07,564,,0
181873,74,2020-11-08,122,,0
181884,74,2020-11-09,1634,,0
181895,74,2020-11-10,1133,,0
181906,74,2020-11-11,144,,0
181917,74,2020-11-12,1211,,0
181928,74,2020-11-13,925,,0
181939,74,2020-11-14,309,,0
181950,74,2020-11-15,65,,0
181961,74,2020-11-16,1156,,0
181972,74,2020-11-17,692,,0
181983,74,2020-11-18,673,,0
181994,74,2020-11-19,609,,0
182005,74,2020-11-20,544,,0
182016,74,2020-11-21,258,,0
182027,74,2020-11-22,50,,0
182038,74,2020-11-23,605,,0
182049,74,2020-11-24,364,,0
182060,74,2020-11-25,376,,0
182071,74,2020-11-26,321,,0
182082,74,2020-11-27,356,,0
182093,74,2020-11-28,207,,0
182104,74,2020-11-29,26,,0
182115,74,2020-11-30,455,,0
182126,74,2020-12-01,368,,0
182137,74,2020-12-02,262,,0
182148,74,2020-12-03,307,,0
182159,74,2020-12-04,295,,0
182170,74,2020-12-05,148,,0
182181,74,2020-12-06,37,,0
182192,74,2020-12-07,394,,0
182203,74,2020-12-08,270,,0
182214,74,2020-12-09,225,,0
182225,74,2020-12-10,251,,0
182236,74,2020-12-11,269,,0
182247,74,2020-12-12,122,,0
182258,74,2020-12-13,19,,0
182269,74,2020-12-14,393,,0
182280,74,2020-12-15,275,,0
182291,74,2020-12-16,256,,0
182302,74,2020-12-17,281,,0
182313,74,2020-12-18,351,,0
182324,74,2020-12-19,216,,0
182335,75,2020-05-13,37,,0
182346,75,2020-05-14,56,,0
182357,75,2020-05-15,47,,0
182368,75,2020-05-16,17,,0
182379,75,2020-05-17,5,,0
182390,75,2020-05-18,34,,0
182401,75,2020-05-19,46,,0
182412,75,2020-05-20,42,,0
182423,75,2020-05-21,8,,0
182434,75,2020-05-22,33,,0
182445,75,2020-05-23,6,,0
182456,75,2020-05-24,6,,0
182467,75,2020-05-25,23,,0
182478,75,2020-05-26,42,,0
182489,75,2020-05-27,40,,0
182500,75,2020-05-28,37,,0
182511,75,2020-05-29,26,,0
182522,75,2020-05-30,11,,0
182533,75,2020-05-31,5,,0
182544,75,2020-06-01,13,,0
182555,75,2020-06-02,44,,0
182566,75,2020-06-03,41,,0
182577,75,2020-06-04,34,,0
182588,75,2020-06-05,26,,0
182599,75,2020-06-06,13,,0
182610,75,2020-06-07,2,,0
182621,75,2020-06-08,35,,0
182632,75,2020-06-09,32,,0
182643,75,2020-06-10,31,,0
182654,75,2020-06-11,15,,0
182665,75,2020-06-12,36,,0
182676,75,2020-06-13,9,,0
182687,75,2020-06-14,4,,0
182698,75,2020-06-15,18,,0
182709,75,2020-06-16,26,,0
182720,75,2020-06-17,36,,0
182731,75,2020-06-18,33,,0
182742,75,2020-06-19,22,,0
182753,75,2020-06-20,5,,0
182764,75,2020-06-21,1,,0
182775,75,2020-06-22,27,,0
182786,75,2020-06-23,20,,0
182797,75,2020-06-24,30,,0
182808,75,2020-06-25,24,,0
182819,75,2020-06-26,21,,0
182830,75,2020-06-27,3,,0
182841,75,2020-06-28,7,,0
182852,75,2020-06-29,19,,0
182863,75,2020-06-30,27,,0
182874,75,2020-07-01,21,,0
182885,75,2020-07-02,31,,0
182896,75,2020-07-03,37,,0
182907,75,2020-07-04,17,,0
182918,75,2020-07-05,2,,0
182929,75,2020-07-06,39,,0
182940,75,2020-07-07,23,,0
182951,75,2020-07-08,36,,0
182962,75,2020-07-09,48,,0
182973,75,2020-07-10,51,,0
182984,75,2020-07-11,12,,0
182995,75,2020-07-12,5,,0
183006,75,2020-07-13,72,,0
183017,75,2020-07-14,5,,0
183028,75,2020-07-15,53,,0
183039,75,2020-07-16,61,,0
183050,75,2020-07-17,54,,0
183061,75,2020-07-18,24,,0
183072,75,2020-07-19,8,,0
183083,75,2020-07-20,69,,0
183094,75,2020-07-21,53,,0
183105,75,2020-07-22,67,,0
183116,75,2020-07-23,65,,0
183127,75,2020-07-24,79,,0
183138,75,2020-07-25,31,,0
183149,75,2020-07-26,17,,0
183160,75,2020-07-27,98,,0
183171,75,2020-07-28,122,,0
183182,75,2020-07-29,119,,0
183193,75,2020-07-30,126,,0
183204,75,2020-07-31,122,,0
183215,75,2020-08-01,53,,0
183226,75,2020-08-02,35,,0
183237,75,2020-08-03,195,,0
183248,75,2020-08-04,183,,0
183259,75,2020-08-05,198,,0
183270,75,2020-08-06,244,,0
183281,75,2020-08-07,244,,0
183292,75,2020-08-08,150,,0
183303,75,2020-08-09,147,,0
183314,75,2020-08-10,287,,0
183325,75,2020-08-11,249,,0
183336,75,2020-08-12,269,,0
183347,75,2020-08-13,272,,0
183358,75,2020-08-14,306,,0
183369,75,2020-08-15,72,,0
183380,75,2020-08-16,75,,0
183391,75,2020-08-17,379,,0
183402,75,2020-08-18,372,,0
183413,75,2020-08-19,353,,0
183424,75,2020-08-20,409,,0
183435,75,2020-08-21,402,,0
183446,75,2020-08-22,148,,0
183457,75,2020-08-23,111,,0
183468,75,2020-08-24,590,,0
183479,75,2020-08-25,539,,0
183490,75,2020-08-26,664,,0
183501,75,2020-08-27,628,,0
183512,75,2020-08-28,590,,0
183523,75,2020-08-29,225,,0
183534,75,2020-08-30,123,,0
183545,75,2020-08-31,787,,0
183556,75,2020-09-01,706,,0
183567,75,2020-09-02,615,,0
183578,75,2020-09-03,680,,0
183589,75,2020-09-04,668,,0
183600,75,2020-09-05,324,,0
183611,75,2020-09-06,99,,0
183622,75,2020-09-07,847,,0
183633,75,2020-09-08,787,,0
183644,75,2020-09-09,817,,0
183655,75,2020-09-10,857,,0
183666,75,2020-09-11,798,,0
183677,75,2020-09-12,270,,0
183688,75,2020-09-13,135,,0
183699,75,2020-09-14,1026,,0
183710,75,2020-09-15,935,,0
183721,75,2020-09-16,1010,,0
183732,75,2020-09-17,938,,0
183743,75,2020-09-18,933,,0
183754,75,2020-09-19,488,,0
183765,75,2020-09-20,180,,0
183776,75,2020-09-21,1198,,0
183787,75,2020-09-22,1126,,0
183798,75,2020-09-23,1109,,0
183809,75,2020-09-24,980,,0
183820,75,2020-09-25,945,,0
183831,75,2020-09-26,422,,0
183842,75,2020-09-27,154,,0
183853,75,2020-09-28,1091,,0
183864,75,2020-09-29,1027,,0
183875,75,2020-09-30,1162,,0
183886,75,2020-10-01,1223,,0
183897,75,2020-10-02,1253,,0
183908,75,2020-10-03,693,,0
183919,75,2020-10-04,236,,0
183930,75,2020-10-05,1793,,0
183941,75,2020-10-06,1612,,0
183952,75,2020-10-07,1612,,0
183963,75,2020-10-08,1715,,0
183974,75,2020-10-09,1631,,0
183985,75,2020-10-10,737,,0
183996,75,2020-10-11,294,,0
184007,75,2020-10-12,2004,,0
184018,75,2020-10-13,1744,,0
184029,75,2020-10-14,1652,,0
184040,75,2020-10-15,1707,,0
184051,75,2020-10-16,1768,,0
184062,75,2020-10-17,845,,0
184073,75,2020-10-18,291,,0
184084,75,2020-10-19,2212,,0
184095,75,2020-10-20,2209,,0
184106,75,2020-10-21,2270,,0
184117,75,2020-10-22,2335,,0
184128,75,2020-10-23,2270,,0
184139,75,2020-10-24,1123,,0
184150,75,2020-10-25,346,,0
184161,75,2020-10-26,2773,,0
184172,75,2020-10-27,2321,,0
184183,75,2020-10-28,1979,,0
184194,75,2020-10-29,1789,,0
184205,75,2020-10-30,1822,,0
184216,75,2020-10-31,879,,0
184227,75,2020-11-01,267,,0
184238,75,2020-11-02,1950,,0
184249,75,2020-11-03,1483,,0
184260,75,2020-11-04,1169,,0
184271,75,2020-11-05,1028,,0
184282,75,2020-11-06,1039,,0
184293,75,2020-11-07,362,,0
184304,75,2020-11-08,106,,0
184315,75,2020-11-09,1023,,0
184326,75,2020-11-10,811,,0
184337,75,2020-11-11,133,,0
184348,75,2020-11-12,746,,0
184359,75,2020-11-13,533,,0
184370,75,2020-11-14,243,,0
184381,75,2020-11-15,72,,0
184392,75,2020-11-16,652,,0
184403,75,2020-11-17,479,,0
184414,75,2020-11-18,432,,0
184425,75,2020-11-19,369,,0
184436,75,2020-11-20,458,,0
184447,75,2020-11-21,225,,0
184458,75,2020-11-22,70,,0
184469,75,2020-11-23,457,,0
184480,75,2020-11-24,332,,0
184491,75,2020-11-25,364,,0
184502,75,2020-11-26,319,,0
184513,75,2020-11-27,342,,0
184524,75,2020-11-28,192,,0
184535,75,2020-11-29,90,,0
184546,75,2020-11-30,386,,0
184557,75,2020-12-01,313,,0
184568,75,2020-12-02,266,,0
184579,75,2020-12-03,318,,0
184590,75,2020-12-04,332,,0
184601,75,2020-12-05,201,,0
184612,75,2020-12-06,66,,0
184623,75,2020-12-07,423,,0
184634,75,2020-12-08,321,,0
184645,75,2020-12-09,361,,0
184656,75,2020-12-10,432,,0
184667,75,2020-12-11,405,,0
184678,75,2020-12-12,260,,0
184689,75,2020-12-13,105,,0
184700,75,2020-12-14,593,,0
184711,75,2020-12-15,500,,0
184722,75,2020-12-16,517,,0
184733,75,2020-12-17,535,,0
184744,75,2020-12-18,552,,0
184755,75,2020-12-19,318,,0
184766,76,2020-05-13,15,,0
184777,76,2020-05-14,8,,0
184788,76,2020-05-15,10,,0
184799,76,2020-05-16,4,,0
184810,76,2020-05-17,2,,0
184821,76,2020-05-18,16,,0
184832,76,2020-05-19,5,,0
184843,76,2020-05-20,4,,0
184854,76,2020-05-21,2,,0
184865,76,2020-05-22,5,,0
184876,76,2020-05-23,1,,0
184887,76,2020-05-24,1,,0
184898,76,2020-05-25,3,,0
184909,76,2020-05-26,2,,0
184920,76,2020-05-27,2,,0
184931,76,2020-05-28,2,,0
184942,76,2020-05-29,3,,0
184953,76,2020-05-30,1,,0
184964,76,2020-05-31,0,,0
184975,76,2020-06-01,0,,0
184986,76,2020-06-02,4,,0
184997,76,2020-06-03,1,,0
185008,76,2020-06-04,3,,0
185019,76,2020-06-05,2,,0
185030,76,2020-06-06,6,,0
185041,76,2020-06-07,1,,0
185052,76,2020-06-08,4,,0
185063,76,2020-06-09,6,,0
185074,76,2020-06-10,4,,0
185085,76,2020-06-11,9,,0
185096,76,2020-06-12,11,,0
185107,76,2020-06-13,12,,0
185118,76,2020-06-14,6,,0
185129,76,2020-06-15,19,,0
185140,76,2020-06-16,8,,0
185151,76,2020-06-17,29,,0
185162,76,2020-06-18,17,,0
185173,76,2020-06-19,13,,0
185184,76,2020-06-20,16,,0
185195,76,2020-06-21,3,,0
185206,76,2020-06-22,33,,0
185217,76,2020-06-23,14,,0
185228,76,2020-06-24,18,,0
185239,76,2020-06-25,18,,0
185250,76,2020-06-26,10,,0
185261,76,2020-06-27,9,,0
185272,76,2020-06-28,10,,0
185283,76,2020-06-29,18,,0
185294,76,2020-06-30,24,,0
185305,76,2020-07-01,16,,0
185316,76,2020-07-02,14,,0
185327,76,2020-07-03,16,,0
185338,76,2020-07-04,10,,0
185349,76,2020-07-05,5,,0
185360,76,2020-07-06,9,,0
185371,76,2020-07-07,18,,0
185382,76,2020-07-08,9,,0
185393,76,2020-07-09,15,,0
185404,76,2020-07-10,8,,0
185415,76,2020-07-11,5,,0
185426,76,2020-07-12,4,,0
185437,76,2020-07-13,14,,0
185448,76,2020-07-14,5,,0
185459,76,2020-07-15,4,,0
185470,76,2020-07-16,10,,0
185481,76,2020-07-17,5,,0
185492,76,2020-07-18,0,,0
185503,76,2020-07-19,3,,0
185514,76,2020-07-20,4,,0
185525,76,2020-07-21,8,,0
185536,76,2020-07-22,6,,0
185547,76,2020-07-23,15,,0
185558,76,2020-07-24,9,,0
185569,76,2020-07-25,4,,0
185580,76,2020-07-26,6,,0
185591,76,2020-07-27,6,,0
185602,76,2020-07-28,8,,0
185613,76,2020-07-29,10,,0
185624,76,2020-07-30,7,,0
185635,76,2020-07-31,14,,0
185646,76,2020-08-01,13,,0
185657,76,2020-08-02,11,,0
185668,76,2020-08-03,15,,0
185679,76,2020-08-04,16,,0
185690,76,2020-08-05,17,,0
185701,76,2020-08-06,19,,0
185712,76,2020-08-07,27,,0
185723,76,2020-08-08,11,,0
185734,76,2020-08-09,7,,0
185745,76,2020-08-10,13,,0
185756,76,2020-08-11,21,,0
185767,76,2020-08-12,17,,0
185778,76,2020-08-13,21,,0
185789,76,2020-08-14,22,,0
185800,76,2020-08-15,20,,0
185811,76,2020-08-16,27,,0
185822,76,2020-08-17,30,,0
185833,76,2020-08-18,45,,0
185844,76,2020-08-19,51,,0
185855,76,2020-08-20,36,,0
185866,76,2020-08-21,45,,0
185877,76,2020-08-22,41,,0
185888,76,2020-08-23,13,,0
185899,76,2020-08-24,69,,0
185910,76,2020-08-25,105,,0
185921,76,2020-08-26,83,,0
185932,76,2020-08-27,145,,0
185943,76,2020-08-28,108,,0
185954,76,2020-08-29,69,,0
185965,76,2020-08-30,64,,0
185976,76,2020-08-31,159,,0
185987,76,2020-09-01,113,,0
185998,76,2020-09-02,153,,0
186009,76,2020-09-03,174,,0
186020,76,2020-09-04,150,,0
186031,76,2020-09-05,78,,0
186042,76,2020-09-06,113,,0
186053,76,2020-09-07,206,,0
186064,76,2020-09-08,201,,0
186075,76,2020-09-09,193,,0
186086,76,2020-09-10,205,,0
186097,76,2020-09-11,252,,0
186108,76,2020-09-12,90,,0
186119,76,2020-09-13,46,,0
186130,76,2020-09-14,266,,0
186141,76,2020-09-15,295,,0
186152,76,2020-09-16,329,,0
186163,76,2020-09-17,289,,0
186174,76,2020-09-18,330,,0
186185,76,2020-09-19,146,,0
186196,76,2020-09-20,96,,0
186207,76,2020-09-21,344,,0
186218,76,2020-09-22,340,,0
186229,76,2020-09-23,257,,0
186240,76,2020-09-24,218,,0
186251,76,2020-09-25,252,,0
186262,76,2020-09-26,105,,0
186273,76,2020-09-27,56,,0
186284,76,2020-09-28,221,,0
186295,76,2020-09-29,221,,0
186306,76,2020-09-30,248,,0
186317,76,2020-10-01,289,,0
186328,76,2020-10-02,368,,0
186339,76,2020-10-03,150,,0
186350,76,2020-10-04,92,,0
186361,76,2020-10-05,346,,0
186372,76,2020-10-06,399,,0
186383,76,2020-10-07,408,,0
186394,76,2020-10-08,368,,0
186405,76,2020-10-09,401,,0
186416,76,2020-10-10,289,,0
186427,76,2020-10-11,152,,0
186438,76,2020-10-12,448,,0
186449,76,2020-10-13,487,,0
186460,76,2020-10-14,541,,0
186471,76,2020-10-15,481,,0
186482,76,2020-10-16,583,,0
186493,76,2020-10-17,260,,0
186504,76,2020-10-18,130,,0
186515,76,2020-10-19,660,,0
186526,76,2020-10-20,689,,0
186537,76,2020-10-21,715,,0
186548,76,2020-10-22,786,,0
186559,76,2020-10-23,869,,0
186570,76,2020-10-24,413,,0
186581,76,2020-10-25,201,,0
186592,76,2020-10-26,1056,,0
186603,76,2020-10-27,985,,0
186614,76,2020-10-28,1003,,0
186625,76,2020-10-29,876,,0
186636,76,2020-10-30,880,,0
186647,76,2020-10-31,422,,0
186658,76,2020-11-01,185,,0
186669,76,2020-11-02,1181,,0
186680,76,2020-11-03,933,,0
186691,76,2020-11-04,804,,0
186702,76,2020-11-05,773,,0
186713,76,2020-11-06,783,,0
186724,76,2020-11-07,272,,0
186735,76,2020-11-08,111,,0
186746,76,2020-11-09,654,,0
186757,76,2020-11-10,633,,0
186768,76,2020-11-11,129,,0
186779,76,2020-11-12,531,,0
186790,76,2020-11-13,448,,0
186801,76,2020-11-14,177,,0
186812,76,2020-11-15,103,,0
186823,76,2020-11-16,506,,0
186834,76,2020-11-17,449,,0
186845,76,2020-11-18,312,,0
186856,76,2020-11-19,349,,0
186867,76,2020-11-20,248,,0
186878,76,2020-11-21,125,,0
186889,76,2020-11-22,24,,0
186900,76,2020-11-23,285,,0
186911,76,2020-11-24,212,,0
186922,76,2020-11-25,205,,0
186933,76,2020-11-26,210,,0
186944,76,2020-11-27,179,,0
186955,76,2020-11-28,78,,0
186966,76,2020-11-29,33,,0
186977,76,2020-11-30,149,,0
186988,76,2020-12-01,185,,0
186999,76,2020-12-02,132,,0
187010,76,2020-12-03,161,,0
187021,76,2020-12-04,149,,0
187032,76,2020-12-05,88,,0
187043,76,2020-12-06,72,,0
187054,76,2020-12-07,202,,0
187065,76,2020-12-08,213,,0
187076,76,2020-12-09,204,,0
187087,76,2020-12-10,218,,0
187098,76,2020-12-11,176,,0
187109,76,2020-12-12,135,,0
187120,76,2020-12-13,29,,0
187131,76,2020-12-14,314,,0
187142,76,2020-12-15,263,,0
187153,76,2020-12-16,240,,0
187164,76,2020-12-17,287,,0
187175,76,2020-12-18,226,,0
187186,76,2020-12-19,113,,0
187197,77,2020-05-13,27,,0
187208,77,2020-05-14,29,,0
187219,77,2020-05-15,20,,0
187230,77,2020-05-16,11,,0
187241,77,2020-05-17,4,,0
187252,77,2020-05-18,50,,0
187263,77,2020-05-19,15,,0
187274,77,2020-05-20,22,,0
187285,77,2020-05-21,11,,0
187296,77,2020-05-22,15,,0
187307,77,2020-05-23,10,,0
187318,77,2020-05-24,5,,0
187329,77,2020-05-25,29,,0
187340,77,2020-05-26,29,,0
187351,77,2020-05-27,24,,0
187362,77,2020-05-28,12,,0
187373,77,2020-05-29,11,,0
187384,77,2020-05-30,13,,0
187395,77,2020-05-31,1,,0
187406,77,2020-06-01,3,,0
187417,77,2020-06-02,27,,0
187428,77,2020-06-03,22,,0
187439,77,2020-06-04,13,,0
187450,77,2020-06-05,8,,0
187461,77,2020-06-06,6,,0
