,dep,jour,P,pop,cl_age90
80233,33,2020-05-13,4,,0
80244,33,2020-05-14,5,,0
80255,33,2020-05-15,5,,0
80266,33,2020-05-16,0,,0
80277,33,2020-05-17,1,,0
80288,33,2020-05-18,6,,0
80299,33,2020-05-19,5,,0
80310,33,2020-05-20,6,,0
80321,33,2020-05-21,0,,0
80332,33,2020-05-22,3,,0
80343,33,2020-05-23,2,,0
80354,33,2020-05-24,0,,0
80365,33,2020-05-25,5,,0
80376,33,2020-05-26,2,,0
80387,33,2020-05-27,7,,0
80398,33,2020-05-28,3,,0
80409,33,2020-05-29,3,,0
80420,33,2020-05-30,3,,0
80431,33,2020-05-31,0,,0
80442,33,2020-06-01,4,,0
80453,33,2020-06-02,0,,0
80464,33,2020-06-03,4,,0
80475,33,2020-06-04,0,,0
80486,33,2020-06-05,1,,0
80497,33,2020-06-06,0,,0
80508,33,2020-06-07,0,,0
80519,33,2020-06-08,2,,0
80530,33,2020-06-09,2,,0
80541,33,2020-06-10,3,,0
80552,33,2020-06-11,8,,0
80563,33,2020-06-12,0,,0
80574,33,2020-06-13,3,,0
80585,33,2020-06-14,0,,0
80596,33,2020-06-15,1,,0
80607,33,2020-06-16,1,,0
80618,33,2020-06-17,3,,0
80629,33,2020-06-18,8,,0
80640,33,2020-06-19,7,,0
80651,33,2020-06-20,4,,0
80662,33,2020-06-21,3,,0
80673,33,2020-06-22,4,,0
80684,33,2020-06-23,4,,0
80695,33,2020-06-24,5,,0
80706,33,2020-06-25,0,,0
80717,33,2020-06-26,2,,0
80728,33,2020-06-27,2,,0
80739,33,2020-06-28,0,,0
80750,33,2020-06-29,5,,0
80761,33,2020-06-30,6,,0
80772,33,2020-07-01,8,,0
80783,33,2020-07-02,5,,0
80794,33,2020-07-03,3,,0
80805,33,2020-07-04,2,,0
80816,33,2020-07-05,0,,0
80827,33,2020-07-06,3,,0
80838,33,2020-07-07,4,,0
80849,33,2020-07-08,20,,0
80860,33,2020-07-09,7,,0
80871,33,2020-07-10,13,,0
80882,33,2020-07-11,2,,0
80893,33,2020-07-12,0,,0
80904,33,2020-07-13,14,,0
80915,33,2020-07-14,2,,0
80926,33,2020-07-15,15,,0
80937,33,2020-07-16,17,,0
80948,33,2020-07-17,26,,0
80959,33,2020-07-18,10,,0
80970,33,2020-07-19,6,,0
80981,33,2020-07-20,14,,0
80992,33,2020-07-21,12,,0
81003,33,2020-07-22,28,,0
81014,33,2020-07-23,25,,0
81025,33,2020-07-24,33,,0
81036,33,2020-07-25,10,,0
81047,33,2020-07-26,4,,0
81058,33,2020-07-27,16,,0
81069,33,2020-07-28,12,,0
81080,33,2020-07-29,13,,0
81091,33,2020-07-30,9,,0
81102,33,2020-07-31,9,,0
81113,33,2020-08-01,10,,0
81124,33,2020-08-02,4,,0
81135,33,2020-08-03,20,,0
81146,33,2020-08-04,14,,0
81157,33,2020-08-05,18,,0
81168,33,2020-08-06,31,,0
81179,33,2020-08-07,27,,0
81190,33,2020-08-08,6,,0
81201,33,2020-08-09,9,,0
81212,33,2020-08-10,54,,0
81223,33,2020-08-11,39,,0
81234,33,2020-08-12,62,,0
81245,33,2020-08-13,79,,0
81256,33,2020-08-14,58,,0
81267,33,2020-08-15,30,,0
81278,33,2020-08-16,31,,0
81289,33,2020-08-17,107,,0
81300,33,2020-08-18,190,,0
81311,33,2020-08-19,181,,0
81322,33,2020-08-20,171,,0
81333,33,2020-08-21,185,,0
81344,33,2020-08-22,147,,0
81355,33,2020-08-23,118,,0
81366,33,2020-08-24,256,,0
81377,33,2020-08-25,328,,0
81388,33,2020-08-26,321,,0
81399,33,2020-08-27,463,,0
81410,33,2020-08-28,373,,0
81421,33,2020-08-29,190,,0
81432,33,2020-08-30,128,,0
81443,33,2020-08-31,485,,0
81454,33,2020-09-01,525,,0
81465,33,2020-09-02,571,,0
81476,33,2020-09-03,476,,0
81487,33,2020-09-04,483,,0
81498,33,2020-09-05,164,,0
81509,33,2020-09-06,133,,0
81520,33,2020-09-07,533,,0
81531,33,2020-09-08,397,,0
81542,33,2020-09-09,406,,0
81553,33,2020-09-10,434,,0
81564,33,2020-09-11,369,,0
81575,33,2020-09-12,139,,0
81586,33,2020-09-13,100,,0
81597,33,2020-09-14,455,,0
81608,33,2020-09-15,478,,0
81619,33,2020-09-16,388,,0
81630,33,2020-09-17,392,,0
81641,33,2020-09-18,371,,0
81652,33,2020-09-19,157,,0
81663,33,2020-09-20,74,,0
81674,33,2020-09-21,367,,0
81685,33,2020-09-22,293,,0
81696,33,2020-09-23,291,,0
81707,33,2020-09-24,249,,0
81718,33,2020-09-25,283,,0
81729,33,2020-09-26,124,,0
81740,33,2020-09-27,60,,0
81751,33,2020-09-28,352,,0
81762,33,2020-09-29,238,,0
81773,33,2020-09-30,259,,0
81784,33,2020-10-01,280,,0
81795,33,2020-10-02,289,,0
81806,33,2020-10-03,131,,0
81817,33,2020-10-04,65,,0
81828,33,2020-10-05,314,,0
81839,33,2020-10-06,292,,0
81850,33,2020-10-07,276,,0
81861,33,2020-10-08,296,,0
81872,33,2020-10-09,298,,0
81883,33,2020-10-10,151,,0
81894,33,2020-10-11,53,,0
81905,33,2020-10-12,398,,0
81916,33,2020-10-13,322,,0
81927,33,2020-10-14,292,,0
81938,33,2020-10-15,321,,0
81949,33,2020-10-16,345,,0
81960,33,2020-10-17,138,,0
81971,33,2020-10-18,74,,0
81982,33,2020-10-19,460,,0
81993,33,2020-10-20,453,,0
82004,33,2020-10-21,545,,0
82015,33,2020-10-22,523,,0
82026,33,2020-10-23,659,,0
82037,33,2020-10-24,193,,0
82048,33,2020-10-25,115,,0
82059,33,2020-10-26,811,,0
82070,33,2020-10-27,743,,0
82081,33,2020-10-28,642,,0
82092,33,2020-10-29,688,,0
82103,33,2020-10-30,749,,0
82114,33,2020-10-31,226,,0
82125,33,2020-11-01,77,,0
82136,33,2020-11-02,937,,0
82147,33,2020-11-03,799,,0
82158,33,2020-11-04,650,,0
82169,33,2020-11-05,627,,0
82180,33,2020-11-06,647,,0
82191,33,2020-11-07,207,,0
82202,33,2020-11-08,76,,0
82213,33,2020-11-09,662,,0
82224,33,2020-11-10,509,,0
82235,33,2020-11-11,78,,0
82246,33,2020-11-12,595,,0
82257,33,2020-11-13,428,,0
82268,33,2020-11-14,131,,0
82279,33,2020-11-15,44,,0
82290,33,2020-11-16,450,,0
82301,33,2020-11-17,270,,0
82312,33,2020-11-18,268,,0
82323,33,2020-11-19,240,,0
82334,33,2020-11-20,199,,0
82345,33,2020-11-21,81,,0
82356,33,2020-11-22,16,,0
82367,33,2020-11-23,222,,0
82378,33,2020-11-24,174,,0
82389,33,2020-11-25,185,,0
82400,33,2020-11-26,174,,0
82411,33,2020-11-27,153,,0
82422,33,2020-11-28,90,,0
82433,33,2020-11-29,15,,0
82444,33,2020-11-30,242,,0
82455,33,2020-12-01,172,,0
82466,33,2020-12-02,181,,0
82477,33,2020-12-03,180,,0
82488,33,2020-12-04,176,,0
82499,33,2020-12-05,87,,0
82510,33,2020-12-06,32,,0
82521,33,2020-12-07,292,,0
82532,33,2020-12-08,218,,0
82543,33,2020-12-09,204,,0
82554,33,2020-12-10,185,,0
82565,33,2020-12-11,181,,0
82576,33,2020-12-12,108,,0
82587,33,2020-12-13,38,,0
82598,33,2020-12-14,271,,0
82609,33,2020-12-15,250,,0
82620,33,2020-12-16,229,,0
82631,33,2020-12-17,239,,0
82642,33,2020-12-18,242,,0
82653,33,2020-12-19,120,,0
82664,34,2020-05-13,11,,0
82675,34,2020-05-14,7,,0
82686,34,2020-05-15,5,,0
82697,34,2020-05-16,1,,0
82708,34,2020-05-17,1,,0
82719,34,2020-05-18,15,,0
82730,34,2020-05-19,13,,0
82741,34,2020-05-20,21,,0
82752,34,2020-05-21,0,,0
82763,34,2020-05-22,8,,0
82774,34,2020-05-23,0,,0
82785,34,2020-05-24,1,,0
82796,34,2020-05-25,3,,0
82807,34,2020-05-26,0,,0
82818,34,2020-05-27,1,,0
82829,34,2020-05-28,2,,0
82840,34,2020-05-29,0,,0
82851,34,2020-05-30,8,,0
82862,34,2020-05-31,0,,0
82873,34,2020-06-01,0,,0
82884,34,2020-06-02,4,,0
82895,34,2020-06-03,1,,0
82906,34,2020-06-04,2,,0
82917,34,2020-06-05,3,,0
82928,34,2020-06-06,1,,0
82939,34,2020-06-07,0,,0
82950,34,2020-06-08,2,,0
82961,34,2020-06-09,2,,0
82972,34,2020-06-10,8,,0
82983,34,2020-06-11,1,,0
82994,34,2020-06-12,2,,0
83005,34,2020-06-13,0,,0
83016,34,2020-06-14,1,,0
83027,34,2020-06-15,5,,0
83038,34,2020-06-16,2,,0
83049,34,2020-06-17,3,,0
83060,34,2020-06-18,1,,0
83071,34,2020-06-19,2,,0
83082,34,2020-06-20,0,,0
83093,34,2020-06-21,0,,0
83104,34,2020-06-22,1,,0
83115,34,2020-06-23,2,,0
83126,34,2020-06-24,5,,0
83137,34,2020-06-25,3,,0
83148,34,2020-06-26,8,,0
83159,34,2020-06-27,2,,0
83170,34,2020-06-28,2,,0
83181,34,2020-06-29,3,,0
83192,34,2020-06-30,2,,0
83203,34,2020-07-01,5,,0
83214,34,2020-07-02,3,,0
83225,34,2020-07-03,3,,0
83236,34,2020-07-04,4,,0
83247,34,2020-07-05,2,,0
83258,34,2020-07-06,2,,0
83269,34,2020-07-07,5,,0
83280,34,2020-07-08,11,,0
83291,34,2020-07-09,4,,0
83302,34,2020-07-10,9,,0
83313,34,2020-07-11,4,,0
83324,34,2020-07-12,0,,0
83335,34,2020-07-13,8,,0
83346,34,2020-07-14,0,,0
83357,34,2020-07-15,8,,0
83368,34,2020-07-16,9,,0
83379,34,2020-07-17,5,,0
83390,34,2020-07-18,8,,0
83401,34,2020-07-19,0,,0
83412,34,2020-07-20,14,,0
83423,34,2020-07-21,13,,0
83434,34,2020-07-22,6,,0
83445,34,2020-07-23,11,,0
83456,34,2020-07-24,9,,0
83467,34,2020-07-25,8,,0
83478,34,2020-07-26,1,,0
83489,34,2020-07-27,18,,0
83500,34,2020-07-28,21,,0
83511,34,2020-07-29,19,,0
83522,34,2020-07-30,17,,0
83533,34,2020-07-31,33,,0
83544,34,2020-08-01,4,,0
83555,34,2020-08-02,2,,0
83566,34,2020-08-03,34,,0
83577,34,2020-08-04,16,,0
83588,34,2020-08-05,26,,0
83599,34,2020-08-06,32,,0
83610,34,2020-08-07,49,,0
83621,34,2020-08-08,24,,0
83632,34,2020-08-09,6,,0
83643,34,2020-08-10,63,,0
83654,34,2020-08-11,68,,0
83665,34,2020-08-12,101,,0
83676,34,2020-08-13,118,,0
83687,34,2020-08-14,109,,0
83698,34,2020-08-15,16,,0
83709,34,2020-08-16,3,,0
83720,34,2020-08-17,205,,0
83731,34,2020-08-18,186,,0
83742,34,2020-08-19,162,,0
83753,34,2020-08-20,222,,0
83764,34,2020-08-21,177,,0
83775,34,2020-08-22,85,,0
83786,34,2020-08-23,24,,0
83797,34,2020-08-24,202,,0
83808,34,2020-08-25,207,,0
83819,34,2020-08-26,178,,0
83830,34,2020-08-27,206,,0
83841,34,2020-08-28,231,,0
83852,34,2020-08-29,71,,0
83863,34,2020-08-30,41,,0
83874,34,2020-08-31,214,,0
83885,34,2020-09-01,178,,0
83896,34,2020-09-02,182,,0
83907,34,2020-09-03,208,,0
83918,34,2020-09-04,227,,0
83929,34,2020-09-05,58,,0
83940,34,2020-09-06,38,,0
83951,34,2020-09-07,240,,0
83962,34,2020-09-08,210,,0
83973,34,2020-09-09,192,,0
83984,34,2020-09-10,211,,0
83995,34,2020-09-11,191,,0
84006,34,2020-09-12,71,,0
84017,34,2020-09-13,31,,0
84028,34,2020-09-14,257,,0
84039,34,2020-09-15,225,,0
84050,34,2020-09-16,177,,0
84061,34,2020-09-17,223,,0
84072,34,2020-09-18,252,,0
84083,34,2020-09-19,85,,0
84094,34,2020-09-20,38,,0
84105,34,2020-09-21,249,,0
84116,34,2020-09-22,202,,0
84127,34,2020-09-23,156,,0
84138,34,2020-09-24,182,,0
84149,34,2020-09-25,205,,0
84160,34,2020-09-26,119,,0
84171,34,2020-09-27,36,,0
84182,34,2020-09-28,209,,0
84193,34,2020-09-29,226,,0
84204,34,2020-09-30,222,,0
84215,34,2020-10-01,253,,0
84226,34,2020-10-02,338,,0
84237,34,2020-10-03,223,,0
84248,34,2020-10-04,42,,0
84259,34,2020-10-05,369,,0
84270,34,2020-10-06,367,,0
84281,34,2020-10-07,461,,0
84292,34,2020-10-08,388,,0
84303,34,2020-10-09,433,,0
84314,34,2020-10-10,289,,0
84325,34,2020-10-11,36,,0
84336,34,2020-10-12,560,,0
84347,34,2020-10-13,483,,0
84358,34,2020-10-14,559,,0
84369,34,2020-10-15,539,,0
84380,34,2020-10-16,501,,0
84391,34,2020-10-17,313,,0
84402,34,2020-10-18,108,,0
84413,34,2020-10-19,683,,0
84424,34,2020-10-20,667,,0
84435,34,2020-10-21,913,,0
84446,34,2020-10-22,819,,0
84457,34,2020-10-23,962,,0
84468,34,2020-10-24,584,,0
84479,34,2020-10-25,149,,0
84490,34,2020-10-26,1092,,0
84501,34,2020-10-27,1037,,0
84512,34,2020-10-28,1032,,0
84523,34,2020-10-29,992,,0
84534,34,2020-10-30,852,,0
84545,34,2020-10-31,447,,0
84556,34,2020-11-01,56,,0
84567,34,2020-11-02,1149,,0
84578,34,2020-11-03,807,,0
84589,34,2020-11-04,818,,0
84600,34,2020-11-05,811,,0
84611,34,2020-11-06,750,,0
84622,34,2020-11-07,376,,0
84633,34,2020-11-08,97,,0
84644,34,2020-11-09,824,,0
84655,34,2020-11-10,594,,0
84666,34,2020-11-11,73,,0
84677,34,2020-11-12,508,,0
84688,34,2020-11-13,490,,0
84699,34,2020-11-14,167,,0
84710,34,2020-11-15,37,,0
84721,34,2020-11-16,399,,0
84732,34,2020-11-17,219,,0
84743,34,2020-11-18,207,,0
84754,34,2020-11-19,193,,0
84765,34,2020-11-20,248,,0
84776,34,2020-11-21,89,,0
84787,34,2020-11-22,18,,0
84798,34,2020-11-23,199,,0
84809,34,2020-11-24,162,,0
84820,34,2020-11-25,130,,0
84831,34,2020-11-26,155,,0
84842,34,2020-11-27,163,,0
84853,34,2020-11-28,79,,0
84864,34,2020-11-29,15,,0
84875,34,2020-11-30,165,,0
84886,34,2020-12-01,124,,0
84897,34,2020-12-02,144,,0
84908,34,2020-12-03,156,,0
84919,34,2020-12-04,117,,0
84930,34,2020-12-05,76,,0
84941,34,2020-12-06,20,,0
84952,34,2020-12-07,146,,0
84963,34,2020-12-08,136,,0
84974,34,2020-12-09,130,,0
84985,34,2020-12-10,134,,0
84996,34,2020-12-11,167,,0
85007,34,2020-12-12,89,,0
85018,34,2020-12-13,17,,0
85029,34,2020-12-14,199,,0
85040,34,2020-12-15,156,,0
85051,34,2020-12-16,227,,0
85062,34,2020-12-17,163,,0
85073,34,2020-12-18,196,,0
85084,34,2020-12-19,116,,0
85095,35,2020-05-13,5,,0
85106,35,2020-05-14,8,,0
85117,35,2020-05-15,64,,0
85128,35,2020-05-16,9,,0
85139,35,2020-05-17,1,,0
85150,35,2020-05-18,6,,0
85161,35,2020-05-19,1,,0
85172,35,2020-05-20,5,,0
85183,35,2020-05-21,6,,0
85194,35,2020-05-22,3,,0
85205,35,2020-05-23,3,,0
85216,35,2020-05-24,0,,0
85227,35,2020-05-25,3,,0
85238,35,2020-05-26,2,,0
85249,35,2020-05-27,9,,0
85260,35,2020-05-28,2,,0
85271,35,2020-05-29,0,,0
85282,35,2020-05-30,2,,0
85293,35,2020-05-31,2,,0
85304,35,2020-06-01,1,,0
85315,35,2020-06-02,3,,0
85326,35,2020-06-03,3,,0
85337,35,2020-06-04,0,,0
85348,35,2020-06-05,1,,0
85359,35,2020-06-06,3,,0
85370,35,2020-06-07,0,,0
85381,35,2020-06-08,2,,0
85392,35,2020-06-09,0,,0
85403,35,2020-06-10,2,,0
85414,35,2020-06-11,0,,0
85425,35,2020-06-12,1,,0
85436,35,2020-06-13,0,,0
85447,35,2020-06-14,0,,0
85458,35,2020-06-15,1,,0
85469,35,2020-06-16,0,,0
85480,35,2020-06-17,0,,0
85491,35,2020-06-18,1,,0
85502,35,2020-06-19,1,,0
85513,35,2020-06-20,0,,0
85524,35,2020-06-21,0,,0
85535,35,2020-06-22,0,,0
85546,35,2020-06-23,0,,0
85557,35,2020-06-24,2,,0
85568,35,2020-06-25,3,,0
85579,35,2020-06-26,0,,0
85590,35,2020-06-27,1,,0
85601,35,2020-06-28,0,,0
85612,35,2020-06-29,0,,0
85623,35,2020-06-30,1,,0
85634,35,2020-07-01,2,,0
85645,35,2020-07-02,1,,0
85656,35,2020-07-03,1,,0
85667,35,2020-07-04,1,,0
85678,35,2020-07-05,0,,0
85689,35,2020-07-06,0,,0
85700,35,2020-07-07,3,,0
85711,35,2020-07-08,3,,0
85722,35,2020-07-09,4,,0
85733,35,2020-07-10,10,,0
85744,35,2020-07-11,7,,0
85755,35,2020-07-12,2,,0
85766,35,2020-07-13,13,,0
85777,35,2020-07-14,0,,0
85788,35,2020-07-15,12,,0
85799,35,2020-07-16,5,,0
85810,35,2020-07-17,8,,0
85821,35,2020-07-18,6,,0
85832,35,2020-07-19,1,,0
85843,35,2020-07-20,16,,0
85854,35,2020-07-21,13,,0
85865,35,2020-07-22,31,,0
85876,35,2020-07-23,22,,0
85887,35,2020-07-24,40,,0
85898,35,2020-07-25,27,,0
85909,35,2020-07-26,6,,0
85920,35,2020-07-27,35,,0
85931,35,2020-07-28,50,,0
85942,35,2020-07-29,28,,0
85953,35,2020-07-30,22,,0
85964,35,2020-07-31,43,,0
85975,35,2020-08-01,14,,0
85986,35,2020-08-02,6,,0
85997,35,2020-08-03,39,,0
86008,35,2020-08-04,52,,0
86019,35,2020-08-05,39,,0
86030,35,2020-08-06,21,,0
86041,35,2020-08-07,19,,0
86052,35,2020-08-08,8,,0
86063,35,2020-08-09,3,,0
86074,35,2020-08-10,23,,0
86085,35,2020-08-11,27,,0
86096,35,2020-08-12,27,,0
86107,35,2020-08-13,18,,0
86118,35,2020-08-14,36,,0
86129,35,2020-08-15,5,,0
86140,35,2020-08-16,14,,0
86151,35,2020-08-17,39,,0
86162,35,2020-08-18,59,,0
86173,35,2020-08-19,44,,0
86184,35,2020-08-20,49,,0
86195,35,2020-08-21,59,,0
86206,35,2020-08-22,28,,0
86217,35,2020-08-23,6,,0
86228,35,2020-08-24,48,,0
86239,35,2020-08-25,60,,0
86250,35,2020-08-26,71,,0
86261,35,2020-08-27,63,,0
86272,35,2020-08-28,72,,0
86283,35,2020-08-29,32,,0
86294,35,2020-08-30,20,,0
86305,35,2020-08-31,86,,0
86316,35,2020-09-01,111,,0
86327,35,2020-09-02,109,,0
86338,35,2020-09-03,172,,0
86349,35,2020-09-04,124,,0
86360,35,2020-09-05,67,,0
86371,35,2020-09-06,28,,0
86382,35,2020-09-07,193,,0
86393,35,2020-09-08,182,,0
86404,35,2020-09-09,177,,0
86415,35,2020-09-10,203,,0
86426,35,2020-09-11,158,,0
86437,35,2020-09-12,83,,0
86448,35,2020-09-13,39,,0
86459,35,2020-09-14,160,,0
86470,35,2020-09-15,218,,0
86481,35,2020-09-16,223,,0
86492,35,2020-09-17,274,,0
86503,35,2020-09-18,255,,0
86514,35,2020-09-19,122,,0
86525,35,2020-09-20,42,,0
86536,35,2020-09-21,250,,0
86547,35,2020-09-22,273,,0
86558,35,2020-09-23,209,,0
86569,35,2020-09-24,210,,0
86580,35,2020-09-25,194,,0
86591,35,2020-09-26,101,,0
86602,35,2020-09-27,24,,0
86613,35,2020-09-28,207,,0
86624,35,2020-09-29,209,,0
86635,35,2020-09-30,176,,0
86646,35,2020-10-01,225,,0
86657,35,2020-10-02,226,,0
86668,35,2020-10-03,130,,0
86679,35,2020-10-04,9,,0
86690,35,2020-10-05,260,,0
86701,35,2020-10-06,212,,0
86712,35,2020-10-07,176,,0
86723,35,2020-10-08,232,,0
86734,35,2020-10-09,241,,0
86745,35,2020-10-10,198,,0
86756,35,2020-10-11,30,,0
86767,35,2020-10-12,359,,0
86778,35,2020-10-13,239,,0
86789,35,2020-10-14,273,,0
86800,35,2020-10-15,303,,0
86811,35,2020-10-16,329,,0
86822,35,2020-10-17,219,,0
86833,35,2020-10-18,49,,0
86844,35,2020-10-19,432,,0
86855,35,2020-10-20,503,,0
86866,35,2020-10-21,421,,0
86877,35,2020-10-22,443,,0
86888,35,2020-10-23,578,,0
86899,35,2020-10-24,339,,0
86910,35,2020-10-25,63,,0
86921,35,2020-10-26,698,,0
86932,35,2020-10-27,628,,0
86943,35,2020-10-28,529,,0
86954,35,2020-10-29,588,,0
86965,35,2020-10-30,677,,0
86976,35,2020-10-31,279,,0
86987,35,2020-11-01,61,,0
86998,35,2020-11-02,699,,0
87009,35,2020-11-03,688,,0
87020,35,2020-11-04,523,,0
87031,35,2020-11-05,421,,0
87042,35,2020-11-06,500,,0
87053,35,2020-11-07,287,,0
87064,35,2020-11-08,39,,0
87075,35,2020-11-09,474,,0
87086,35,2020-11-10,388,,0
87097,35,2020-11-11,50,,0
87108,35,2020-11-12,351,,0
87119,35,2020-11-13,314,,0
87130,35,2020-11-14,145,,0
87141,35,2020-11-15,56,,0
87152,35,2020-11-16,232,,0
87163,35,2020-11-17,134,,0
87174,35,2020-11-18,97,,0
87185,35,2020-11-19,131,,0
87196,35,2020-11-20,129,,0
87207,35,2020-11-21,66,,0
87218,35,2020-11-22,14,,0
87229,35,2020-11-23,114,,0
87240,35,2020-11-24,111,,0
87251,35,2020-11-25,96,,0
87262,35,2020-11-26,74,,0
87273,35,2020-11-27,100,,0
87284,35,2020-11-28,67,,0
87295,35,2020-11-29,19,,0
87306,35,2020-11-30,151,,0
87317,35,2020-12-01,127,,0
87328,35,2020-12-02,95,,0
87339,35,2020-12-03,80,,0
87350,35,2020-12-04,128,,0
87361,35,2020-12-05,79,,0
87372,35,2020-12-06,5,,0
87383,35,2020-12-07,95,,0
87394,35,2020-12-08,107,,0
87405,35,2020-12-09,132,,0
87416,35,2020-12-10,89,,0
87427,35,2020-12-11,94,,0
87438,35,2020-12-12,87,,0
87449,35,2020-12-13,24,,0
87460,35,2020-12-14,195,,0
87471,35,2020-12-15,126,,0
87482,35,2020-12-16,158,,0
87493,35,2020-12-17,106,,0
87504,35,2020-12-18,117,,0
87515,35,2020-12-19,56,,0
87526,36,2020-05-13,1,,0
87537,36,2020-05-14,1,,0
87548,36,2020-05-15,5,,0
87559,36,2020-05-16,1,,0
87570,36,2020-05-17,0,,0
87581,36,2020-05-18,1,,0
87592,36,2020-05-19,2,,0
87603,36,2020-05-20,0,,0
87614,36,2020-05-21,0,,0
87625,36,2020-05-22,0,,0
87636,36,2020-05-23,0,,0
87647,36,2020-05-24,0,,0
87658,36,2020-05-25,1,,0
87669,36,2020-05-26,0,,0
87680,36,2020-05-27,0,,0
87691,36,2020-05-28,0,,0
87702,36,2020-05-29,1,,0
87713,36,2020-05-30,1,,0
87724,36,2020-05-31,0,,0
87735,36,2020-06-01,0,,0
87746,36,2020-06-02,1,,0
87757,36,2020-06-03,2,,0
87768,36,2020-06-04,0,,0
87779,36,2020-06-05,1,,0
87790,36,2020-06-06,0,,0
87801,36,2020-06-07,0,,0
87812,36,2020-06-08,0,,0
87823,36,2020-06-09,1,,0
87834,36,2020-06-10,0,,0
87845,36,2020-06-11,0,,0
87856,36,2020-06-12,0,,0
87867,36,2020-06-13,0,,0
87878,36,2020-06-14,0,,0
87889,36,2020-06-15,0,,0
87900,36,2020-06-16,0,,0
87911,36,2020-06-17,0,,0
87922,36,2020-06-18,0,,0
87933,36,2020-06-19,0,,0
87944,36,2020-06-20,1,,0
87955,36,2020-06-21,0,,0
87966,36,2020-06-22,0,,0
87977,36,2020-06-23,3,,0
87988,36,2020-06-24,0,,0
87999,36,2020-06-25,0,,0
88010,36,2020-06-26,1,,0
88021,36,2020-06-27,0,,0
88032,36,2020-06-28,0,,0
88043,36,2020-06-29,0,,0
88054,36,2020-06-30,0,,0
88065,36,2020-07-01,0,,0
88076,36,2020-07-02,0,,0
88087,36,2020-07-03,0,,0
88098,36,2020-07-04,0,,0
88109,36,2020-07-05,0,,0
88120,36,2020-07-06,0,,0
88131,36,2020-07-07,0,,0
88142,36,2020-07-08,0,,0
88153,36,2020-07-09,0,,0
88164,36,2020-07-10,0,,0
88175,36,2020-07-11,0,,0
88186,36,2020-07-12,0,,0
88197,36,2020-07-13,0,,0
88208,36,2020-07-14,0,,0
88219,36,2020-07-15,1,,0
88230,36,2020-07-16,0,,0
88241,36,2020-07-17,0,,0
88252,36,2020-07-18,0,,0
88263,36,2020-07-19,0,,0
88274,36,2020-07-20,0,,0
88285,36,2020-07-21,0,,0
88296,36,2020-07-22,1,,0
88307,36,2020-07-23,0,,0
88318,36,2020-07-24,0,,0
88329,36,2020-07-25,0,,0
88340,36,2020-07-26,0,,0
88351,36,2020-07-27,3,,0
88362,36,2020-07-28,1,,0
88373,36,2020-07-29,0,,0
88384,36,2020-07-30,4,,0
88395,36,2020-07-31,0,,0
88406,36,2020-08-01,0,,0
88417,36,2020-08-02,0,,0
88428,36,2020-08-03,0,,0
88439,36,2020-08-04,1,,0
88450,36,2020-08-05,1,,0
88461,36,2020-08-06,6,,0
88472,36,2020-08-07,2,,0
88483,36,2020-08-08,0,,0
88494,36,2020-08-09,0,,0
88505,36,2020-08-10,5,,0
88516,36,2020-08-11,3,,0
88527,36,2020-08-12,2,,0
88538,36,2020-08-13,0,,0
88549,36,2020-08-14,8,,0
88560,36,2020-08-15,0,,0
88571,36,2020-08-16,0,,0
88582,36,2020-08-17,4,,0
88593,36,2020-08-18,1,,0
88604,36,2020-08-19,2,,0
88615,36,2020-08-20,2,,0
88626,36,2020-08-21,0,,0
88637,36,2020-08-22,1,,0
88648,36,2020-08-23,0,,0
88659,36,2020-08-24,12,,0
88670,36,2020-08-25,8,,0
88681,36,2020-08-26,15,,0
88692,36,2020-08-27,11,,0
88703,36,2020-08-28,7,,0
88714,36,2020-08-29,4,,0
88725,36,2020-08-30,0,,0
88736,36,2020-08-31,10,,0
88747,36,2020-09-01,8,,0
88758,36,2020-09-02,8,,0
88769,36,2020-09-03,7,,0
88780,36,2020-09-04,2,,0
88791,36,2020-09-05,1,,0
88802,36,2020-09-06,0,,0
88813,36,2020-09-07,7,,0
88824,36,2020-09-08,9,,0
88835,36,2020-09-09,7,,0
88846,36,2020-09-10,5,,0
88857,36,2020-09-11,8,,0
88868,36,2020-09-12,4,,0
88879,36,2020-09-13,2,,0
88890,36,2020-09-14,11,,0
88901,36,2020-09-15,23,,0
88912,36,2020-09-16,11,,0
88923,36,2020-09-17,18,,0
88934,36,2020-09-18,16,,0
88945,36,2020-09-19,4,,0
88956,36,2020-09-20,0,,0
88967,36,2020-09-21,20,,0
88978,36,2020-09-22,6,,0
88989,36,2020-09-23,7,,0
89000,36,2020-09-24,14,,0
89011,36,2020-09-25,13,,0
89022,36,2020-09-26,2,,0
89033,36,2020-09-27,0,,0
89044,36,2020-09-28,11,,0
89055,36,2020-09-29,11,,0
89066,36,2020-09-30,9,,0
89077,36,2020-10-01,11,,0
89088,36,2020-10-02,16,,0
89099,36,2020-10-03,8,,0
89110,36,2020-10-04,0,,0
89121,36,2020-10-05,26,,0
89132,36,2020-10-06,14,,0
89143,36,2020-10-07,22,,0
89154,36,2020-10-08,20,,0
89165,36,2020-10-09,24,,0
89176,36,2020-10-10,13,,0
89187,36,2020-10-11,0,,0
89198,36,2020-10-12,38,,0
89209,36,2020-10-13,26,,0
89220,36,2020-10-14,44,,0
89231,36,2020-10-15,39,,0
89242,36,2020-10-16,46,,0
89253,36,2020-10-17,26,,0
89264,36,2020-10-18,3,,0
